Filename,Type,Type Confidence (%),Subclass,Path
NGC4676.jpg,Galaxy,99.57,Cigar Shaped Smooth Galaxy,galaxies/NGC4676.jpg
images-agn.jpeg,Galaxy,99.14,Merging Galaxy,galaxies/images-agn.jpeg
ngc99.jpg,Galaxy,95.02,Unbarred Loose Spiral Galaxy,galaxies/ngc99.jpg
red-apple.jpg,Not a Galaxy,100.0,-,galaxies/red-apple.jpg
sdssdr14.png,Galaxy,99.77,Barred Spiral Galaxy,galaxies/sdssdr14.png
