specobjid,plateid,mjd,fiberid,z,ra,dec,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,oi_6300_flux,sii_6717_flux,sii_6731_flux,h_alpha_eqw,nii_6584_eqw,h_alpha_flux_err,h_beta_flux_err,oiii_5007_flux_err,nii_6584_flux_err,oi_6300_flux_err,sii_6717_flux_err,sii_6731_flux_err
299498473068193792,266,51602,33,0.04809635,147.3295,0.02890269,493.3123,108.99,56.12985,314.7067,21.15904,86.07532,66.01417,-15.06859,-9.34267,7.533938,4.814839,4.77438,6.283885,4.061823,4.662892,4.58691
299499298171676672,266,51630,36,0.04808582,147.3295,0.02890269,510.6647,91.71097,55.35548,367.8763,19.59912,80.1356,70.84364,-15.40855,-10.87734,6.506711,3.794378,3.821943,5.501723,3.269828,3.816991,3.800198
299500947439118336,266,51630,42,0.09755617,146.5656,-1.084742,169.8101,24.93788,135.8997,248.9264,37.83519,98.01175,76.62032,-7.641179,-9.346181,5.768546,4.248411,5.443582,5.930826,4.222079,5.460168,5.027933
299501221847263232,266,51602,43,0.09757023,146.5656,-1.084742,163.2021,26.14359,139.3042,236.6659,23.83848,80.85685,75.19833,-7.406698,-9.198482,5.884135,4.360184,5.642763,6.007775,4.322546,5.732742,5.279211
299503421340280832,266,51630,51,0.06490172,146.5128,-0.8457649,1151.211,257.9409,95.84792,563.4586,32.05777,194.4022,153.6808,-38.92533,-18.94033,9.593594,4.88587,4.246964,6.08935,3.17575,4.352325,4.440993
299504245504239616,266,51602,54,0.06492077,146.5128,-0.8457649,1138.16,249.5379,91.97394,551.7997,30.28721,193.648,163.149,-38.33392,-18.61221,9.833528,5.047501,4.381531,6.458068,3.354001,4.610995,4.515121
299504245974001664,266,51630,54,0.1146793,146.4483,-0.7133996,919.3564,194.093,203.211,384.8589,30.05624,140.5348,110.5897,-59.87991,-25.23525,8.633987,3.75711,8.831159,4.72942,2.113387,3.134246,2.835191
299505894771681280,266,51602,60,0.1146981,146.4483,-0.7133996,863.9615,192.5399,131.3203,350.6291,31.44542,136.0053,105.1476,-56.77903,-23.32922,8.067708,3.768797,6.47548,5.059785,2.312924,3.368287,3.291207
299509193776326656,266,51630,72,0.02196459,146.8568,-0.2740402,168.5709,53.58604,111.6831,16.38062,9.332932,34.46608,21.96995,-40.99857,-4.238671,2.579092,2.570964,3.207255,1.387947,1.560234,2.449173,1.682344
299511667207727104,266,51602,81,0.06738941,146.2348,-1.152769,615.6885,115.5547,47.01003,186.2628,19.10643,117.1578,82.45193,-56.85926,-17.32648,5.857655,2.98964,2.834701,3.032482,1.868355,2.750722,2.511887
299513316944930816,266,51630,87,0.06741422,146.2348,-1.152769,625.9243,117.5592,51.88348,187.5996,22.94478,125.9418,82.95983,-59.226,-17.77728,5.773787,3.160311,2.842988,2.99105,1.862804,2.783081,2.508759
299513866230982656,266,51602,89,0.004810433,146.0078,-0.6422716,21890.45,6294.01,34156.34,237.1074,152.2562,543.2649,411.4301,-1534.378,-18.85289,115.9569,36.37886,227.36,3.324665,3.129722,5.531954,4.853157
299516890357721088,266,51630,100,0.0047763,146.0078,-0.6422716,18835.12,5755.302,31517.64,219.5181,140.5447,491.8314,386.6843,-1776.436,-18.91684,135.785,33.51798,175.4908,2.733784,2.566742,4.85754,4.024645
299517164765865984,266,51602,101,0.006039161,146.619,-0.4343223,303.7175,103.5782,142.6857,44.13879,16.58593,83.97242,53.93132,-26.29009,-3.61472,4.328921,3.509405,4.238593,2.299193,2.254866,2.778509,2.551135
299518264277493760,266,51602,105,0.03580908,146.7517,-0.4083915,1425.261,355.5628,242.7913,382.2177,46.14722,274.3732,202.5497,-49.32988,-13.54612,11.8059,6.244193,5.749106,5.41301,3.478146,5.155112,4.915984
299518264747255808,266,51630,105,0.006036635,146.619,-0.4343223,288.7176,97.55373,135.8967,43.89219,12.09055,72.70258,51.44818,-24.85231,-3.922247,3.735309,3.157199,3.538884,1.841361,1.748305,2.197089,1.988298
299518539155400704,266,51602,106,0.08925618,146.6297,-0.4656889,139.3886,37.09747,37.07362,111.4033,28.84406,67.12567,49.19392,-7.997261,-6.452266,4.391673,3.741596,4.015362,4.260419,4.003783,6.226903,4.603033
299518539625162752,266,51630,106,0.0893447,146.6297,-0.4656889,143.5105,28.48076,33.11293,116.9966,16.28823,62.81574,50.12525,-8.185278,-6.629052,3.736548,3.250213,3.538887,3.449952,3.197057,4.124665,3.506605
299518814033307648,266,51602,107,0.1231486,146.4905,-0.3693104,548.3916,109.2574,28.71963,248.9967,21.16496,104.7456,74.7152,-23.6402,-10.84013,7.288069,4.983121,4.036999,5.14227,3.27359,4.099173,4.022182
299518814503069696,266,51630,107,0.1231987,146.4905,-0.3693104,555.7532,111.3009,34.62197,256.0729,24.92998,101.1896,75.75684,-23.83372,-10.84948,6.709946,4.588033,3.919865,4.786215,3.036559,3.750935,3.685848
299519089380976640,266,51630,108,0.03580831,146.7517,-0.4083915,1311.788,333.1961,210.5195,359.1024,33.85272,256.0965,182.8083,-46.32598,-12.52231,11.60913,5.413537,4.986704,4.67798,2.907655,4.548899,4.073963
299522937201911808,266,51602,122,0.06252577,145.8906,-1.097616,350.9239,86.22083,32.61568,131.9281,13.59022,62.77162,50.54429,-19.71756,-7.444809,5.105638,3.447772,3.282084,3.424779,2.371141,2.947243,2.836827
299524586939115520,266,51630,128,0.06248942,145.8906,-1.097616,350.3976,83.53896,37.32424,129.4616,13.74299,71.99741,50.20187,-19.99756,-7.342541,4.863601,3.405174,3.323633,3.283788,2.276158,2.843692,2.701529
299528159882143744,266,51602,141,0.03074224,146.2999,-0.1200141,299.8377,67.27792,589.1237,262.5556,25.00357,78.53062,56.99481,-7.858172,-7.056741,6.315223,4.617969,8.48803,5.531218,4.116557,4.92682,4.574485
299528160351905792,266,51630,141,0.05290708,146.3738,-0.3683868,737.1107,149.5079,95.27357,407.2752,92.58793,267.2904,167.3828,-30.87057,-16.44247,8.049224,4.917249,4.747185,6.169335,4.124249,5.406539,4.901573
299528984515864576,266,51602,144,0.02171789,146.3232,-0.02998988,2296.631,615.1938,2842.657,80.72092,30.35285,156.6592,110.47,-366.3745,-13.48387,16.34092,7.412086,25.713,2.224824,2.026955,3.672072,2.93628
299529534741440512,266,51630,146,0.05217639,146.352,-0.3326912,1334.967,266.446,86.13953,489.7381,44.57067,210.0699,146.9877,-36.2537,-13.3408,10.99427,5.0481,4.271465,6.155217,3.498755,4.846725,4.428813
299529809149585408,266,51602,147,0.0522889,146.352,-0.3326912,1346.125,278.8475,84.05383,495.1776,34.06608,221.2294,155.2246,-36.48329,-13.59269,11.59917,5.588854,4.671362,6.66563,3.885483,5.358422,4.939824
299529809619347456,266,51630,147,0.03070351,146.2999,-0.1200141,307.6506,58.5244,594.889,269.4241,28.95586,83.42992,67.1727,-7.988836,-7.124194,5.760308,4.004864,7.784786,5.051071,3.653304,4.369847,4.191531
299530633783306240,266,51602,150,0.05302386,146.3738,-0.3683868,649.9068,138.8845,76.18038,387.0267,77.17963,241.6296,150.1077,-29.93797,-15.97541,7.646978,4.918171,4.754004,6.3282,4.300405,5.647363,5.075854
299530908661213184,266,51602,151,0.02174484,146.3009,0.03547963,2362.678,663.3417,812.6094,478.5448,57.51406,442.9721,309.4637,-60.0316,-12.24339,18.00305,8.727516,10.35792,6.222541,3.79013,7.17874,5.951173
299530909130975232,266,51630,151,0.05248393,146.3654,-0.3435153,1031.952,218.4372,145.1758,284.6306,36.25033,133.5714,107.7979,-47.20582,-13.38404,8.5541,4.912825,4.648521,4.713027,3.19412,3.967165,3.801382
299531733764696064,266,51630,154,0.05354775,146.399,-0.3503827,376.7933,83.58832,70.26048,107.1019,18.67075,82.11623,58.40382,-45.71288,-13.10765,4.230413,2.909524,2.801459,2.328439,1.703615,2.268112,2.046828
299532008172840960,266,51602,155,0.0524687,146.3654,-0.3435153,1058.688,225.4737,143.7897,292.6825,35.21303,152.9032,116.3645,-48.7052,-14.01793,9.361776,5.520542,5.038,5.312915,3.702771,4.593793,4.338186
299532008642603008,266,51630,155,0.02170876,146.3232,-0.02998988,2255.693,663.3409,2956.007,85.94353,34.17805,164.4952,110.1759,-377.4541,-15.09157,15.7854,7.208734,23.91256,1.881054,1.789072,3.154143,2.504458
299532283050747904,266,51602,156,0.03645882,146.3296,-0.3062236,135.4434,34.14171,105.4667,67.42683,10.73305,36.96299,31.64611,-22.38621,-11.56576,2.69644,2.467395,3.077401,2.056958,1.770798,1.87985,2.074683
299532558398416896,266,51630,157,0.021758,146.3009,0.03547963,2292.528,638.0527,780.1143,465.8451,59.05846,430.3535,299.6579,-56.84101,-11.58867,16.9811,8.117599,9.821332,5.742815,3.541931,6.495438,5.632025
299532833276323840,266,51630,158,0.03645184,146.3296,-0.3062236,145.3708,36.18832,114.1467,73.52751,9.397298,43.39631,26.49167,-23.64526,-11.91077,2.529001,2.318291,3.21343,1.929005,1.651939,1.79288,1.840659
299533107684468736,266,51602,159,0.0536029,146.399,-0.3503827,374.8391,82.36267,61.42209,105.3284,13.33986,79.49012,55.71835,-46.11523,-13.05105,4.507264,2.963195,2.824779,2.597794,1.796831,2.470851,2.249304
299542728411211776,266,51602,194,0.06265986,145.8227,-0.1602896,465.4098,112.6157,39.88118,147.6067,11.68747,86.92477,64.41814,-41.89894,-13.04159,5.068476,2.879024,2.448858,2.639456,1.618388,2.365349,2.146723
299544103270508544,266,51630,199,0.06265516,145.8227,-0.1602896,473.5915,119.7019,38.83449,144.3199,9.701359,92.08565,60.78732,-42.78307,-12.5977,4.960597,3.138772,2.581303,2.701742,1.644407,2.380618,2.165136
299544652556560384,266,51602,201,0.1473004,145.5966,-1.205323,1548.974,424.3076,1680.568,228.5038,26.61207,118.6619,94.97102,-417.1741,-61.57373,12.57042,20.03738,13.08021,3.175839,1.840673,2.784968,3.479655
299546852049577984,266,51630,209,0.1473114,145.5966,-1.205323,1584.278,472.8501,1647.43,230.83,18.41255,109.4629,92.22054,-437.3664,-63.32254,12.58163,31.42236,13.33863,3.172207,1.902544,2.981187,3.315686
299547951091443712,266,51602,213,0.06758778,145.7597,-0.8138921,492.7419,122.1652,986.9863,552.0638,92.76811,237.3737,194.1819,-12.32805,-12.35642,8.106991,5.158517,10.17396,7.728392,5.671204,6.644275,6.509332
299548501317019648,266,51630,215,0.02165231,145.6479,-0.7717634,110.7399,33.48423,20.9408,25.88362,8.596091,36.06995,24.54501,-10.76173,-2.290469,2.381031,2.171841,2.098912,1.644201,1.609406,2.376687,1.880512
299548776194926592,266,51630,216,0.06763429,145.7597,-0.8138921,472.3678,122.3304,966.6317,547.7561,82.45869,227.8403,183.8424,-11.7825,-12.1614,7.710236,5.087923,9.964752,7.527822,5.171806,6.387924,6.271238
299550150584461312,266,51630,221,0.06259136,145.7448,-0.07635172,724.7258,194.5769,107.4063,229.4589,16.17338,119.1277,90.24107,-61.5685,-19.06683,6.389958,3.490486,3.052692,3.151566,1.704929,2.516377,2.363436
299550700340275200,266,51630,223,0.1458226,145.6012,-0.001388682,850.1395,109.6307,130.8339,427.1596,66.43319,202.7181,165.0395,-70.00072,-34.79908,7.674769,4.157013,4.614863,4.936272,2.963619,4.607629,7.20747
299550974748420096,266,51602,224,0.09830175,145.7027,-0.04852748,523.62,112.2942,31.13121,170.8318,12.0288,81.68974,60.77995,-45.67342,-14.73785,5.478776,2.944212,2.593711,3.077329,2.087149,2.769035,2.989479
299551799382140928,266,51602,227,0.06260142,145.7448,-0.07635172,732.7711,206.3323,115.3136,220.635,13.76825,120.3845,90.74305,-62.01405,-17.96782,7.316569,4.100502,3.638253,3.428324,1.952412,2.957444,2.705801
299551799851902976,266,51630,227,0.06315506,145.6223,0.03459306,323.6484,71.94472,179.6009,152.9478,24.92762,51.73793,39.6167,-15.36806,-7.812983,5.085056,3.483757,4.062767,3.546102,2.434555,2.79539,2.73896
299553998405396480,266,51602,235,0.1459143,145.6012,-0.001388682,825.489,117.6491,136.6538,426.8952,66.18839,202.2997,140.5148,-67.92069,-34.78749,8.010684,4.228825,4.701176,5.286153,3.354987,4.843381,8.969672
299555097917024256,266,51602,239,0.06319997,145.6223,0.03459306,326.3078,73.43578,171.3132,147.3758,29.39717,45.53933,34.00339,-15.11861,-7.846132,5.36997,3.568264,4.184375,3.744409,2.639313,2.903373,2.799095
299559221555390464,266,51630,254,0.1259125,145.3943,-0.5576553,655.6909,157.7448,80.88867,313.3217,20.6252,110.6196,83.91689,-40.14523,-19.18834,6.363143,3.424962,3.19178,4.129543,2.119265,3.058541,2.814729
299560870353070080,266,51602,260,0.1259298,145.3943,-0.5576553,656.5287,151.6841,81.7294,311.5997,22.34287,108.0799,82.72504,-39.93654,-19.15489,6.608006,3.663395,3.354043,4.188097,2.107894,3.023356,2.813604
299569117160040448,266,51630,290,0.118615,145.1963,-0.8799798,133.9965,32.09054,28.0456,68.26641,12.11208,33.76559,26.44269,-10.1271,-5.094373,4.148329,2.476033,2.704547,3.145915,2.185858,2.457916,2.74484
299572415694923776,266,51630,302,0.05195406,145.3206,-0.2528614,390.5861,100.7561,25.6267,151.7201,12.69689,78.33469,57.55163,-19.7645,-7.593453,4.782414,3.012126,2.540199,3.259198,2.003668,2.667643,2.494081
299575164004231168,266,51602,312,0.06232524,145.1674,-0.4823431,124.2168,32.45984,14.60032,36.3591,7.762266,28.31682,21.92712,-23.56078,-6.243496,2.659494,1.911439,1.848553,1.626612,1.234552,1.609781,1.509465
299578463008876544,266,51630,324,0.06147218,145.1987,0.9326652,316.7157,100.3149,136.573,50.85091,10.48476,68.23723,43.28254,-35.96257,-6.662622,3.869589,3.023209,3.498331,1.911729,1.551475,2.106982,1.985583
299581211787945984,266,51630,334,0.08884182,145.3477,1.077453,403.3705,103.2128,59.81681,97.73875,12.23107,81.45023,66.66057,-52.10026,-12.83102,4.359007,3.061851,2.790186,2.382014,1.925657,3.264581,2.984455
299581486196090880,266,51602,335,0.006573134,145.3209,0.7710977,346.4428,100.9622,116.8403,42.85109,20.14148,69.39622,52.01381,-27.20909,-3.041174,5.435703,4.012219,4.247584,2.998408,2.802939,3.123705,3.07516
299582036421666816,266,51630,337,0.05720619,145.2632,0.9919305,180.8174,41.71413,15.20661,65.8357,9.161416,30.63698,24.20495,-15.72879,-5.649443,3.342798,2.539734,2.510475,2.419622,1.823438,2.020988,1.987668
299582311299573760,266,51630,338,0.00658949,145.3209,0.7710977,342.8454,102.3102,111.5933,39.23271,13.74571,68.67606,46.67073,-27.38618,-3.433449,4.706007,3.558984,3.608043,1.973578,1.934368,2.383982,2.170302
299591107392595968,266,51630,370,0.05735964,145.6128,0.972333,404.0885,106.4664,53.55283,130.4489,10.49228,86.98476,67.6757,-32.15246,-10.53779,4.68324,3.231663,3.116404,2.82396,1.933973,2.560252,2.421447
299593581293758464,266,51630,379,0.1353705,145.6636,0.973646,600.7238,129.7674,26.49664,234.5796,18.119,94.465,68.57773,-27.02338,-10.78659,6.603685,3.651696,3.401081,4.26261,2.321673,4.759187,3.782161
299594130579810304,266,51602,381,0.04576435,145.594,0.3093843,618.8243,122.8822,35.74907,280.4643,22.87899,115.5104,86.75212,-20.80338,-9.609209,8.272484,4.517942,4.016247,5.802712,3.974156,4.740122,4.633488
299594680805386240,266,51630,383,0.04570889,145.594,0.3093843,586.3332,113.9731,37.4241,269.3496,26.07836,103.7957,83.99057,-20.06369,-9.267749,6.867763,3.847119,3.757887,4.707122,3.038629,3.696829,3.606914
299597154236786688,266,51602,392,0.1225028,145.4713,0.1551502,573.3648,108.1491,457.2799,523.2604,34.99803,100.6235,98.75305,-44.14444,-37.84296,7.08936,3.826573,6.092565,6.205581,3.148001,4.043612,3.985726
299597154706548736,266,51630,392,0.1225,145.4713,0.1551502,576.2369,121.3313,452.449,520.5421,30.3217,109.2755,110.1778,-45.01684,-37.74743,6.277106,3.905878,5.716667,5.17182,2.541708,3.356111,3.431825
299599628137949184,266,51602,401,0.05157993,145.8913,1.116524,3334.863,953.7944,2399.147,441.7446,77.49841,437.3556,310.099,-197.8817,-26.18473,24.5951,10.36882,19.19017,5.604693,3.520433,6.097581,5.174995
299601277875152896,266,51630,407,0.05158934,145.8913,1.116524,3601.152,998.5123,2524.677,441.258,74.35032,443.4508,307.0977,-216.3503,-26.87848,23.90178,10.1605,20.69341,4.637217,2.525893,5.133564,4.182464
299602927142594560,266,51630,413,0.0374546,146.0123,0.7656382,725.4607,214.1368,197.4061,161.5144,9.143567,103.9901,72.2782,-99.42471,-22.18362,6.299401,3.881145,3.864455,2.73844,1.640291,2.389098,2.191828
299607050311198720,266,51630,428,0.1222728,145.7926,0.5247273,196.0961,43.1407,50.93515,132.1341,16.807,36.30586,36.36559,-17.44896,-11.26874,5.006794,3.539336,3.686884,3.75264,2.527672,2.980225,3.195589
299607600067012608,266,51630,430,0.02524959,145.8002,0.4141723,374.9436,70.19812,49.28839,198.3827,19.15328,82.4512,54.95967,-9.190491,-4.929738,5.602103,3.546628,3.722379,4.582889,3.27452,4.012987,3.951806
299609798620506112,266,51602,438,0.02494532,145.7751,0.320216,2082.63,645.1212,4311.511,52.13974,22.56505,89.25211,70.39994,-467.1168,-13.25001,20.41525,7.091582,33.65092,1.920346,1.980407,2.487619,2.438204
299609799090268160,266,51630,438,0.02492348,145.7751,0.320216,2154.871,695.6219,4605.134,51.04001,20.36342,97.47421,70.34242,-506.4763,-12.8641,15.82008,7.29741,32.47083,1.513543,1.608087,2.147814,2.107017
299610073498413056,266,51602,439,0.02524963,145.8002,0.4141723,361.8823,62.27009,49.50208,196.5373,20.22365,85.68478,58.60144,-9.004434,-5.064639,5.906803,3.727642,3.98677,4.935707,3.701637,4.450278,4.323837
299610073968175104,266,51630,439,0.123279,145.7658,0.1353455,236.8927,56.34292,146.4084,173.0037,19.27157,57.86506,52.49122,-22.12315,-15.0662,4.493991,3.604278,4.171804,3.981126,2.466944,2.980325,3.123046
299610348376320000,266,51602,440,0.1232731,145.7658,0.1353455,242.1953,48.35335,153.3905,185.1588,17.84976,50.07186,41.66609,-21.51848,-15.3014,5.73577,4.169675,4.714402,5.003726,3.113527,3.708035,3.748586
299615021770500096,266,51630,457,0.1241094,146.1263,0.7579042,147.9404,29.45722,215.3123,125.6447,18.68361,50.04358,47.3302,-12.94352,-11.1447,5.130025,4.218459,4.913185,4.285956,2.633497,3.140038,3.551827
299616945446086656,266,51602,464,0.08010525,146.0509,0.4400892,873.6693,196.3355,94.05027,257.0442,27.84406,158.0464,119.2706,-54.94181,-16.36719,8.020567,4.350564,3.87626,4.09767,2.632191,4.135068,4.009785
299617220793755648,266,51630,465,0.08006686,146.0509,0.4400892,887.5396,197.7811,96.68105,252.1798,22.7352,161.6675,123.0287,-56.33089,-16.22789,7.529619,4.082595,3.558557,3.588517,2.192241,3.847872,3.498371
299617770549569536,266,51630,467,0.0303838,145.9478,0.4652972,200.2706,44.90566,38.5819,86.59311,16.40117,63.06165,41.37077,-6.760734,-2.822446,4.791296,3.0527,3.440107,3.292519,2.743435,3.416137,3.102661
299618045427476480,266,51630,468,0.1222152,146.062,0.3023148,190.735,47.87605,173.4187,167.8519,36.95225,84.31168,74.70917,-14.68593,-12.08951,5.154664,3.846734,4.731881,4.113263,2.856091,3.597711,3.43248
299619144469342208,266,51602,472,0.01112301,146.0454,0.1798055,2247.352,650.984,2169.292,190.1516,40.09564,225.5656,173.1788,-200.2828,-17.05069,16.49454,7.631444,17.21172,3.129677,2.261086,3.605772,3.178375
299619694225156096,266,51602,474,0.08002982,145.9386,0.1510152,259.0957,71.89475,72.94606,58.62347,10.69584,54.39123,38.09524,-48.226,-10.85868,3.686457,2.852365,2.963083,2.204549,1.739752,2.669839,2.495304
299619694694918144,266,51630,474,0.01112419,146.0454,0.1798055,2375.152,701.9868,2279.035,198.7981,45.14973,230.952,178.0945,-214.2174,-17.69298,16.67516,7.737876,17.26705,2.849996,2.120532,3.323531,2.925539
299620793736783872,266,51602,478,0.1222151,146.062,0.3023148,195.6631,44.21009,175.4055,167.8092,29.23894,82.52731,71.67097,-15.01538,-12.30173,6.374465,4.20607,5.103271,4.867961,3.537356,4.096044,4.043979
299621069084452864,266,51630,479,0.08002961,145.9386,0.1510152,263.7695,71.70961,69.72427,57.32608,9.937716,56.71581,43.74263,-48.88405,-10.77204,3.175677,2.448429,2.577072,1.670398,1.315139,2.160587,2.006993
299622718351894528,266,51630,485,0.03735736,146.2517,0.506149,459.367,94.31874,87.5701,131.3241,18.81296,94.15914,69.78603,-45.31701,-13.29784,4.848978,3.305722,3.325171,2.92366,2.062978,2.632782,2.397553
299627940562364416,266,51602,504,0.03036829,146.463,0.6387091,1538.489,317.2462,82.9399,505.0709,34.58164,252.9476,179.6677,-57.50385,-18.78358,12.57047,6.186536,4.485224,6.010247,3.322576,5.23605,4.518406
299628490318178304,266,51602,506,0.04892089,146.5154,0.1667796,483.6499,125.2021,55.87589,171.8739,14.61958,85.37962,61.19441,-31.20362,-11.22028,5.845532,3.596249,3.246348,3.566013,2.493756,3.049968,2.818887
299628490787940352,266,51630,506,0.03032346,146.463,0.6387091,1473.619,317.4383,85.59758,505.576,31.71647,237.2078,162.8932,-55.07597,-18.80032,11.88737,5.827258,4.441088,5.605134,2.928284,4.654445,4.004008
299630140055382016,266,51630,512,0.04892132,146.5154,0.1667796,507.958,128.0497,45.90336,182.7587,14.8085,87.46271,59.78167,-32.66265,-11.81188,5.551169,3.680076,3.107361,3.413367,2.132442,2.808186,2.509131
299633988346079232,266,51630,526,0.2701064,146.3855,1.146998,556.8371,140.9157,351.1635,84.946,12.61912,58.65116,45.7187,-210.3146,-40.07622,7.087554,3.151942,6.207878,3.561068,2.33665,3.246683,4.248295
299638661270497280,266,51630,543,0.0200758,146.8068,0.6656352,853.0652,156.3904,70.22443,515.1613,48.40514,187.3937,140.8103,-12.62606,-7.664168,10.24324,5.302642,5.325087,8.314297,5.264379,6.605312,6.799898
299639211026311168,266,51630,545,0.03053254,146.7991,0.7027416,2139.695,612.728,1053.112,351.6221,62.74306,343.9395,244.8647,-80.60677,-13.31564,15.96448,7.618419,10.97926,4.485957,2.98958,5.144104,4.396609
299641409579804672,266,51602,553,0.005923478,146.7251,0.5082831,799.3585,233.9729,361.8713,123.1729,16.74936,123.126,85.74458,-78.76746,-11.74228,7.254285,4.557662,5.648911,2.672617,2.349228,2.66894,2.451382
299642234683287552,266,51630,556,0.005922012,146.7251,0.5082831,777.9006,229.5928,354.5447,119.7829,13.31022,118.692,83.47686,-76.46999,-12.25052,6.862987,4.710256,5.444599,2.462128,1.771468,2.522024,2.301385
299643058847246336,266,51602,559,0.03049692,146.7991,0.7027416,2121.957,596.6564,1156.8,311.6787,61.86925,317.7923,212.2279,-79.52835,-11.74667,17.17885,7.847881,12.02302,4.547147,3.294765,5.53396,4.483535
299647182485612544,266,51630,574,0.006186391,146.7729,0.9644282,243.9635,74.80563,153.3803,18.98438,8.283245,39.8393,27.53757,-58.34509,-4.347253,3.225005,3.049578,3.606485,1.405519,1.385966,1.593126,1.524852
299649106161199104,266,51602,581,0.06240857,147.1131,0.440089,241.2164,74.61169,510.7472,160.0934,43.25634,66.52737,48.87082,-10.43617,-6.904407,4.45729,3.340697,6.408236,3.499064,2.734283,3.05464,2.974064
299649656386775040,266,51630,583,0.1258487,146.8769,0.3616161,1001.9,234.3673,152.4512,407.2336,36.32106,172.8734,136.3014,-57.76435,-23.58913,8.549173,4.26445,4.071981,4.751184,2.40472,3.650594,3.439015
299650480550733824,266,51602,586,0.06348434,147.0391,0.5256071,493.2119,129.7158,117.994,111.1444,9.960464,77.16387,55.07082,-99.2699,-22.27796,4.101691,2.017217,1.998862,1.506371,0.8850944,1.417481,1.212094
299651580062361600,266,51602,590,0.06988863,146.9576,0.3934065,646.8893,141.1411,53.6124,200.9869,19.1155,103.7474,72.71512,-38.75064,-12.30568,6.610726,4.143675,3.738429,4.012648,2.705716,3.478863,3.237658
299651580532123648,266,51630,590,0.219245,147.0038,0.5949336,422.261,69.61304,33.26806,189.1929,18.2646,74.73845,57.90485,-61.71903,-26.58887,7.14221,3.501534,2.46137,4.620341,2.526616,3.629578,3.368493
299652130287937536,266,51630,592,0.06346273,147.0391,0.5256071,516.7769,134.6182,120.4238,113.3248,10.28142,81.20013,57.8144,-103.2645,-23.00626,4.336855,2.004113,2.013692,1.411529,0.7789828,1.330048,1.155396
299652404696082432,266,51602,593,0.07026533,146.9783,0.3890327,265.4642,65.03958,53.45903,70.2919,14.76686,62.98328,44.46009,-33.20479,-8.992076,3.716051,2.830157,3.15057,2.466267,1.962508,2.443567,2.243162
299652679573989376,266,51602,594,0.1258854,146.8769,0.3616161,985.5244,231.0342,142.8828,392.4149,32.52605,174.0372,133.9415,-57.54871,-22.7342,9.166665,4.537076,4.279091,5.12773,2.671625,3.946309,3.753419
299653229799565312,266,51630,596,0.07030654,146.9783,0.3890327,285.4309,66.73431,53.36222,75.6659,10.88271,67.21134,42.3878,-35.95361,-9.87171,3.436531,2.613403,2.536451,2.031482,1.481928,2.073943,1.893396
299654054433286144,266,51630,599,0.06987419,146.9576,0.3934065,604.0031,120.2294,43.16371,192.3833,16.28969,92.3065,64.5616,-36.67135,-11.71963,6.696008,3.531661,3.142366,3.382054,2.148153,2.939452,2.759166
299654329311193088,266,51630,600,0.06238846,147.1131,0.440089,244.7573,76.61945,524.8609,171.0604,52.14047,66.18264,57.83102,-10.63641,-7.140646,4.562272,3.449817,6.523363,3.48332,2.680159,2.868264,2.862274
299658727357704192,266,51630,616,0.02013125,146.8422,0.7408431,473.6742,116.5431,105.9001,128.7748,23.00228,121.1888,94.91644,-32.49393,-8.812796,4.980221,3.381064,3.362133,2.614155,2.028541,2.794325,3.052068
299659276643756032,266,51602,618,0.02012262,146.8422,0.7408431,461.9809,123.462,100.9843,133.3691,16.81416,112.7728,92.74327,-31.89746,-9.274928,5.463947,3.715901,3.624211,3.043415,2.429548,3.176897,3.921102
299662025422825472,266,51602,628,0.02018126,147.1929,0.2719184,2810.253,758.1857,605.6104,726.8134,48.11061,462.7417,350.5039,-54.72472,-14.35854,20.88927,9.614479,9.552294,8.012443,4.194738,7.221184,7.049205
299664774671656960,266,51630,638,0.02016207,147.1929,0.2719184,2891.112,794.5548,626.6895,740.2675,41.28255,460.9821,351.2475,-56.4181,-14.48771,21.44574,9.272701,9.35099,7.623108,4.028289,6.83302,6.376019
300615576982677504,267,51608,1,0.04655848,148.5986,-0.7322276,212.5971,74.67915,104.2611,42.20855,10.83131,55.6404,37.37824,-30.47298,-6.255319,3.508145,2.687029,3.149531,1.772798,1.541427,1.880856,1.814656
300628221366396928,267,51608,47,0.1102809,148.4325,-1.026412,960.9924,160.043,711.9967,708.8573,94.52248,254.3179,211.6468,-47.40646,-34.87457,8.588178,4.352494,7.452432,6.789004,3.526764,4.609388,4.701151
300631245023373312,267,51608,58,0.0891128,148.5044,-0.7917225,228.8008,60.60601,58.85229,53.63553,8.712956,54.90516,28.82332,-44.38,-10.07432,2.936457,2.051957,2.196884,1.645658,1.599943,3.180175,2.024122
300631794779187200,267,51608,60,0.08940861,148.454,-0.7959359,875.5927,196.5765,56.91388,352.4027,25.51764,149.3262,107.9706,-47.00596,-18.83199,7.129237,3.698131,2.927918,4.041708,2.784643,3.818111,3.236449
300632619412908032,267,51608,63,0.02139691,149.0903,-0.2513721,1253.103,293.0078,109.8257,380.4087,31.70715,236.2986,164.0212,-55.09866,-16.81027,10.34363,4.646025,3.454516,4.460206,2.367379,3.995247,3.636836
300633718924535808,267,51608,67,0.04578607,149.1125,0.1297301,404.6502,91.85473,85.69548,91.56993,14.9989,83.4271,59.16316,-22.79928,-5.073157,4.871091,2.895476,3.021172,2.597965,2.026391,2.693052,2.487217
