specobjid,plateid,mjd,fiberid,z,ra,dec,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,oi_6300_flux,sii_6717_flux,sii_6731_flux,h_alpha_eqw,nii_6584_eqw,h_alpha_flux_err,h_beta_flux_err,oiii_5007_flux_err,nii_6584_flux_err,oi_6300_flux_err,sii_6717_flux_err,sii_6731_flux_err
309680505664595968,275,51910,211,0.03869415,161.0738,-0.8927398,241.3703,59.39381,55.18372,52.57009,11.06002,57.36547,39.92611,-27.17174,-6.151328,2.866529,1.898989,2.09065,1.661364,1.357207,1.833062,1.536313
309683529321572352,275,51910,222,0.1602088,161.2785,-0.4631036,535.8436,113.5195,84.73241,212.5206,18.48434,78.41338,58.03884,-36.62577,-14.80781,6.671686,2.890502,3.150768,4.056349,2.355771,3.480313,3.057056
309684353955293184,275,51910,225,0.1066423,161.3056,-0.2393243,609.1802,160.713,35.18815,233.6958,12.80409,97.91151,71.88726,-51.78212,-20.66373,5.386982,2.864328,2.140861,3.324519,1.563487,2.409988,2.061296
309684903711107072,275,51910,227,0.1928573,161.2354,-0.3472093,428.8318,89.73972,141.1434,396.2065,34.9243,117.3192,103.8066,-34.743,-27.6988,6.286436,3.129339,3.417547,5.415756,2.725448,3.973921,4.654837
309686827856455680,275,51910,234,0.09140366,161.2517,-0.2649763,1106.765,229.0461,1590.106,752.2736,108.0441,163.5493,178.1713,-48.5975,-32.22681,9.730849,4.733824,10.60437,7.476601,3.988104,5.217119,5.387189
309688752001804288,275,51910,241,0.03826432,160.8105,-1.087383,776.1882,156.3878,40.29336,277.8596,21.1264,131.732,94.68962,-29.67314,-10.57259,7.281773,3.3757,2.777282,4.002246,2.329247,3.27002,2.956238
309692325414594560,275,51910,254,0.03971817,160.9255,-0.9217578,836.8882,204.0573,36.76651,313.6341,15.53926,128.5366,88.93427,-48.42696,-18.39786,7.056317,3.535438,2.422969,3.517099,1.833925,2.719443,2.407507
309694249559943168,275,51910,261,0.08592108,160.7015,-0.4454246,144.7533,34.87796,16.94758,49.11376,7.741754,32.69827,22.27035,-22.73865,-7.505566,2.388655,1.865799,1.854803,1.966233,1.495315,1.929927,1.85124
309694524437850112,275,51910,262,0.01873406,160.6781,-0.3481753,1586.298,476.7733,532.3683,277.9699,22.08554,211.0808,150.2468,-88.73488,-16.06506,11.72682,5.487535,6.251888,3.27285,1.928343,3.413156,2.815469
309695898827384832,275,51910,267,0.1273446,160.8619,-0.4227393,522.7598,109.759,55.11606,152.0031,18.83328,106.5452,73.31917,-50.42452,-14.95133,5.385054,2.534526,2.258512,2.472522,1.50094,2.612014,2.240218
309698097850640384,275,51910,275,0.1067032,161.0514,0.1517923,816.6388,191.2365,222.463,494.0532,34.15618,135.1958,115.0331,-46.07128,-27.12671,6.85082,3.363546,3.961531,4.894082,2.201818,3.154849,2.859927
309698372728547328,275,51910,276,0.08539017,161.1642,-0.4344737,458.513,94.19336,98.17214,309.0193,25.53643,84.48952,69.07595,-27.08146,-17.59221,4.840595,2.801038,3.206945,3.811259,2.574638,3.112755,3.246532
309701396385523712,275,51910,287,0.1436868,160.7436,-1.144959,561.3403,156.5486,155.8936,164.1799,19.42065,97.84309,70.40829,-100.1266,-30.55255,4.941323,3.043364,3.294389,2.612258,1.344268,2.195468,2.064091
309701671263430656,275,51910,288,0.1072736,160.6782,-1.219783,618.124,178.2692,89.33723,189.2905,18.59822,107.7685,78.56065,-59.57532,-17.93239,5.564759,3.3198,2.905583,2.91829,1.739572,2.658499,2.152622
309704969798313984,275,51910,300,0.1321922,160.4339,-0.6084917,523.2609,144.0196,84.95137,173.879,15.04637,91.13275,67.92036,-75.42709,-25.25419,4.819585,2.865341,2.709543,2.489711,1.462828,4.676496,2.58998
309708268333197312,275,51910,312,0.1144634,160.5418,-0.3040855,798.3195,203.7027,58.52454,138.1266,9.282257,35.04932,24.57906,-95.64185,-23.02895,6.143252,3.602937,3.79325,3.249505,1.423632,1.913134,1.635292
309709092966918144,275,51910,315,0.1382948,160.3349,-0.3161604,297.8697,74.75848,39.17564,126.267,12.7603,55.15701,34.71589,-27.43955,-11.43495,3.737971,2.426146,2.57648,2.49099,1.699812,2.567723,2.229912
309709367844825088,275,51910,316,0.1131658,160.4823,-0.003497016,73.84521,16.89686,55.69564,43.08674,16.85469,32.44706,25.03201,-4.68585,-2.973162,3.744445,2.871022,4.023553,3.098661,2.464584,2.982028,2.681509
309710467356452864,275,51910,320,0.01813376,160.5768,-0.3802644,502.0267,127.1688,24.35803,188.7482,10.1896,79.78172,54.01815,-37.8997,-14.40345,4.937742,2.937248,2.426109,2.592782,1.631894,2.274796,1.897496
309711566868080640,275,51910,324,0.1154197,160.6256,1.039905,1290.683,371.3415,472.5477,388.0461,31.21617,54.41308,52.36227,-70.55392,-33.57595,10.50102,5.088748,6.436485,6.828053,2.37347,2.840975,2.708451
309713765891336192,275,51910,332,0.02828352,160.6405,0.9396097,700.4821,207.4718,527.6455,62.91827,20.33674,102.5723,70.97884,-49.14561,-4.481804,6.315619,3.33582,5.873769,1.768882,1.689961,2.33655,2.141727
309714865402963968,275,51910,336,0.07202574,160.818,1.21031,119.1112,17.4425,15.62561,82.46672,13.80998,25.84296,19.53346,-8.246644,-5.882758,3.14942,2.373358,2.313775,2.854534,1.950652,2.267303,2.192969
309715964914591744,275,51910,340,0.07277004,160.3736,0.9429244,389.6876,76.85206,24.2531,122.6757,10.39051,65.00938,51.70926,-25.90267,-8.169535,4.325532,2.447028,2.109673,2.514732,1.615829,2.216276,2.126893
309716514670405632,275,51910,342,0.06573834,160.4669,0.4012219,352.2397,87.37702,101.5062,63.39576,13.34582,75.72784,52.03394,-44.51067,-8.324771,3.678128,2.391408,2.659252,1.75941,1.3927,1.926819,1.825372
309718438815754240,275,51910,349,0.02219553,160.257,0.6317179,479.9725,105.603,58.10719,144.4281,11.90525,114.0333,64.22462,-39.42799,-12.10168,4.591976,2.794515,2.432857,2.413216,1.589872,2.988352,2.182099
309725310763427840,275,51910,374,0.07189119,160.887,1.01911,1970.685,532.3984,849.7859,523.579,47.87565,103.3221,83.69539,-42.26245,-30.71671,13.00185,7.337952,8.077977,6.86543,3.068309,3.480962,3.315374
309726960030869504,275,51910,380,0.08081834,160.9854,0.9916654,295.023,74.07703,30.93898,89.47171,9.290575,59.90218,44.98667,-34.39356,-10.26611,3.419031,2.217749,1.986016,1.908207,1.336068,1.907357,2.958285
309727234908776448,275,51910,381,0.125153,160.8044,0.6566448,421.3306,79.00088,16.66328,140.226,9.561012,55.46108,35.66734,-41.90394,-13.80903,4.38987,2.452929,2.177053,3.14484,1.779149,2.28286,2.399182
309731358077380608,275,51910,396,0.1646835,160.5334,0.8020607,169.064,42.19499,133.1913,150.1231,16.52461,39.17408,33.92752,-17.06621,-13.93675,4.080093,2.83937,4.202981,3.506599,3.049078,4.797607,3.035304
309732457589008384,275,51910,400,0.1325456,160.8802,0.2082576,821.4001,206.0536,160.56,272.7899,21.20171,120.6527,87.46511,-83.89274,-28.23661,6.776996,3.401739,3.293283,3.133971,1.583273,4.800961,2.905559
309734931490170880,275,51910,409,0.1154542,161.0784,1.126479,138.3255,24.36429,18.922,85.20934,13.15486,43.46367,29.65287,-13.41097,-7.659591,3.748251,2.021437,2.359901,3.487078,1.8425,2.372773,2.200061
309735756123891712,275,51910,412,0.0755624,161.1126,0.8965293,1726.547,403.7299,535.3282,534.6296,53.06527,275.1719,200.7014,-118.7998,-37.0597,11.75208,4.701685,5.768242,4.452845,2.026747,3.642979,3.823665
309740429048309760,275,51910,429,0.005347809,161.2334,0.7426178,2177.722,723.9839,3567.677,42.43665,21.35741,103.9518,73.5472,-565.8066,-12.13029,17.39804,7.071202,25.96623,1.453766,1.282978,1.85096,1.57764
309741528559937536,275,51910,433,0.194066,161.0714,0.6232796,460.2262,123.2051,370.5749,300.4809,14.58788,48.55191,35.47284,-35.02683,-27.64079,6.742926,4.293923,4.125733,5.302402,2.889388,3.576709,3.092936
309744827094820864,275,51910,445,0.02619867,161.4782,1.068288,11053.64,3671.86,17004.79,543.2841,154.0645,747.7441,555.6064,-890.7492,-43.77401,68.62894,22.85358,102.1454,4.582743,2.782838,6.646128,5.688991
309745376850634752,275,51910,447,0.1153474,161.2296,0.9487876,593.8196,155.1056,161.0362,468.4453,163.4196,339.8033,248.6938,-21.97168,-17.69168,10.33367,4.859194,5.530723,8.602079,4.531494,6.968938,6.596208
309746201484355584,275,51910,450,0.06694813,161.3303,1.04434,248.7894,44.07399,15.30142,100.3579,10.27553,40.76051,30.78873,-19.70391,-8.012796,3.278445,2.085075,1.962908,2.33188,1.610093,1.947397,1.888759
309746476362262528,275,51910,451,0.1130089,161.4845,1.109779,347.3589,86.66085,43.34898,103.8611,9.584151,60.66126,43.98734,-32.61228,-10.12301,4.039326,2.458292,2.534105,2.755323,1.703203,2.404833,1.994207
309747575873890304,275,51910,455,0.1240166,161.4095,1.183178,310.4195,89.09423,34.65957,114.5673,10.14938,56.20897,35.58517,-39.42793,-12.40627,3.64168,2.428105,2.030188,2.466676,1.347798,1.81324,1.679106
309751424164587520,275,51910,469,0.1250688,161.4044,0.3040359,135.0925,40.95603,59.77205,76.25089,33.33852,51.61512,37.54509,-8.847775,-5.369617,4.713979,3.311604,3.404356,3.741105,2.729417,3.333263,3.477662
309753073432029184,275,51910,475,0.1065594,161.2926,0.4641365,1041.446,231.218,287.4292,299.0283,54.80964,217.9974,150.8947,-120.265,-35.74866,7.440104,3.268214,3.865397,3.654735,1.908733,3.208853,2.618943
309753348309936128,275,51910,476,0.02630042,161.265,0.434417,618.0786,133.2381,123.5949,474.2331,80.1551,287.626,205.625,-17.83476,-13.393,6.523575,3.848433,4.20696,5.586655,3.742121,5.256786,4.716799
309756097089005568,275,51910,486,0.04987356,161.6216,0.3346793,297.4242,56.09781,33.07342,168.5473,14.71886,71.95482,49.08036,-19.1392,-10.66423,4.154635,2.544612,2.533115,3.266869,2.151666,2.769799,2.54963
309762969036679168,275,51910,511,0.07736465,161.723,0.5563075,163.6424,27.04547,15.49008,74.76128,13.05992,44.95025,26.23833,-15.62328,-7.27752,2.793401,2.156612,2.005209,2.193409,1.586323,2.327544,2.196065
309774788786677760,275,51910,554,0.09403174,162.1647,0.3288105,97.42996,26.14436,33.07757,69.8905,22.22831,59.44056,42.85583,-5.164555,-3.573732,3.562554,3.000132,3.167022,3.13237,3.007857,3.738568,3.776766
309775338542491648,275,51910,556,0.01619722,161.9776,0.8125196,912.047,248.7425,181.9455,244.3326,32.79929,208.1198,141.9752,-29.47603,-7.833246,8.816688,4.291513,4.181115,3.861252,2.587483,4.05544,3.568094
309785783902955520,275,51910,594,0.09158684,162.5061,0.4723524,174.9543,48.36496,16.82296,53.1095,6.690197,38.88744,27.89751,-33.79869,-10.01093,2.450555,1.720948,1.620172,1.452543,1.288221,2.117061,1.540451
309792380972722176,275,51910,618,0.03859503,162.3517,0.9161422,753.3981,134.1607,63.49944,279.9088,31.62024,167.5045,115.2465,-38.60899,-14.16891,6.464198,2.943011,2.730932,3.714438,2.268346,3.310935,2.859965
309793480484349952,275,51910,622,0.05060999,162.6941,0.6111426,3120.461,671.2663,261.8392,1094.183,72.21241,552.294,415.5394,-67.96824,-23.71755,22.3273,7.687819,5.706821,9.263855,4.124447,7.391707,6.566296
309796779019233280,275,51910,634,0.03789995,162.8843,0.2572993,674.1884,111.4826,75.56413,408.3515,31.39425,129.2689,107.7748,-12.81294,-7.535688,8.363837,4.358753,4.6743,7.184392,4.678723,5.589548,5.492379
309797328775047168,275,51910,636,0.2163511,162.6187,0.4688047,796.0451,157.663,97.86884,543.2549,54.918,152.7569,128.8861,-76.22743,-46.82212,7.205924,3.564131,3.135671,5.812405,3.040919,4.126786,4.050904
310748956072110080,276,51909,2,0.03841145,164.5332,-0.7934543,266.1708,88.47745,113.4139,43.45044,11.95567,63.69367,44.49914,-33.88892,-5.884468,2.89143,2.254246,2.690736,1.551466,1.270941,1.693471,1.515995
310753628996528128,276,51909,19,0.07545097,164.0899,-0.8889765,1199.642,262.6546,661.1039,812.9765,52.684,233.9973,197.1146,-39.23621,-24.92949,8.620165,4.568742,6.94541,6.350679,3.287823,4.398328,4.760732
310753903874435072,276,51909,20,0.0755645,164.3156,-0.9805583,186.7349,45.04622,34.25146,62.54689,7.760646,36.99029,27.74318,-22.80119,-7.561975,2.378573,1.793707,1.878993,1.524517,1.070853,1.350461,4.01757
310754728508155904,276,51909,23,0.05132372,164.6757,-0.2612255,398.4777,101.2661,43.45197,141.7121,9.393301,65.35749,48.49339,-26.66828,-9.435235,3.953499,2.398243,2.145657,2.454451,1.542493,1.969544,1.863425
310755278263969792,276,51909,25,0.1141904,164.7079,-0.1717162,103.9076,23.3438,101.314,103.7861,14.40993,35.67229,33.09203,-11.71076,-9.387446,3.747133,2.246394,5.552035,3.397097,1.987358,2.727743,2.338295
310755553141876736,276,51909,26,0.1085678,164.2262,-0.4168106,427.2238,83.75886,23.99304,181.2577,18.57801,55.68008,46.46804,-15.90502,-7.134647,5.716934,3.414099,3.289534,4.172863,2.825901,3.283822,3.22268
310758027043039232,276,51909,35,0.1259391,164.6023,-0.244972,205.5767,44.57281,15.30956,70.97827,7.759873,32.43221,22.57247,-18.42213,-5.933279,3.085575,2.163707,2.138881,2.190918,1.547178,1.874386,1.799628
310759951188387840,276,51909,42,0.1074759,164.0244,-1.246097,242.4382,65.76142,20.96684,77.05392,8.765167,41.56722,26.96591,-43.39527,-15.55277,2.74541,2.133105,1.758427,1.767633,1.304826,1.764931,1.501958
310761875333736448,276,51909,49,0.07590246,164.0373,-0.7779452,1209.059,309.3069,444.341,305.3116,26.94252,160.8467,124.6379,-75.05817,-19.01237,8.307609,3.964672,5.196507,3.183642,1.715076,2.624183,3.201445
310762699967457280,276,51909,52,0.1081933,163.9091,-1.24409,192.9499,40.44728,30.22028,58.64278,7.881514,37.18962,27.33797,-34.87019,-9.656078,3.785416,1.775741,1.912715,1.757476,1.327529,1.644998,1.502166
310766823136061440,276,51909,67,0.08362874,164.2178,-0.1219763,244.3803,67.42932,23.23241,82.76208,9.683718,43.42736,36.29987,-27.85891,-9.236151,2.878712,2.234515,2.07135,1.929644,1.624905,5.417412,1.954922
310767922647689216,276,51909,71,0.1147261,164.1078,-0.08074731,322.7347,72.45984,211.5441,225.9163,19.53845,69.84056,57.13785,-21.58516,-15.23306,4.12812,2.488283,5.127029,3.529957,1.819863,2.461266,2.260717
310769571915130880,276,51909,77,0.0829101,164.1635,-0.05457368,385.7502,41.44675,15.94457,183.5235,11.91367,61.02241,46.73424,-27.53084,-13.10114,3.805737,2.00757,2.091368,2.725013,1.704077,2.900217,2.333091
310770121670944768,276,51909,79,0.1080172,164.0227,-0.0387255,243.6653,78.66297,93.21425,54.95187,10.38823,50.24173,36.33471,-62.80682,-12.07899,3.076956,2.015145,2.334686,1.550456,1.327228,1.659327,1.403973
310770396548851712,276,51909,80,0.02609216,163.9873,-0.005119838,216.3064,62.55598,55.76661,51.96814,9.265298,64.32321,38.16304,-17.13015,-4.060649,2.66112,2.071485,2.143812,1.534133,1.479218,1.899408,1.590538
310773420205828096,276,51909,91,0.07470006,163.7106,-0.9825757,181.2583,30.4842,11.55582,86.63582,7.48821,36.49823,26.50526,-17.53302,-8.526331,2.554126,1.854658,1.720965,1.903864,1.321462,1.603754,1.570573
310779192641873920,276,51909,112,0.03807046,163.8025,-0.2141335,240.3609,71.86121,128.7973,31.95925,7.508173,45.38154,31.36673,-41.15493,-5.676023,2.43911,1.767723,2.389668,1.330956,1.000116,1.32879,1.188332
310782766054664192,276,51909,125,0.1265852,163.3849,-0.9601673,450.391,73.15623,31.83787,224.1685,22.91576,99.53365,70.4054,-33.99648,-16.49125,4.662931,2.657399,2.552978,3.324883,2.106722,2.859953,2.661323
310784965077919744,276,51909,133,0.113941,163.3816,-0.7783516,103.2225,22.08564,94.79281,106.1546,12.59704,37.10056,32.67174,-10.82053,-10.07174,2.911002,1.940212,5.044386,2.948885,1.834923,2.568306,2.136119
310788813368616960,276,51909,147,0.108132,163.5362,-0.01973043,193.9807,52.62799,146.0262,98.12299,16.56787,53.25348,41.46976,-17.57425,-7.685502,4.883416,2.406466,3.438345,2.457666,1.952315,2.315973,2.134192
310789363124430848,276,51909,149,0.09260967,163.5283,-0.4198197,883.4752,160.9579,156.5406,509.5888,59.11957,208.5255,150.0581,-28.66334,-16.62981,7.374397,3.781775,4.101171,5.6652,3.561858,5.223701,4.535538
310790187758151680,276,51909,152,0.1476441,163.3899,-0.02788358,505.6772,158.4382,43.42191,201.8435,18.37026,85.0893,64.34476,-38.81356,-15.30103,4.692448,8.338098,2.433013,2.735187,1.578881,2.476722,2.390572
310790462636058624,276,51909,153,0.07498313,163.358,-0.2408009,415.2907,92.44594,23.84633,161.9394,7.844594,65.8222,49.12964,-34.14924,-13.35951,3.964801,2.227171,1.874485,2.313337,1.335907,1.812012,1.855429
310793211415128064,276,51909,163,0.07503498,163.225,-0.6827811,796.79,127.8412,29.64277,298.5406,16.36369,80.44508,65.93853,-33.29836,-12.30388,6.285703,2.924088,2.575483,3.787038,2.209316,2.751633,2.90352
310794036048848896,276,51909,166,0.07551887,163.3321,-0.3278802,216.4108,49.1423,60.13196,47.50472,11.02945,45.59636,34.15526,-35.25447,-7.796495,2.362202,1.589793,1.804226,1.312504,1.016987,1.336753,2.033978
310794860682569728,276,51909,169,0.01849591,163.3365,-0.6063811,158.809,43.49353,37.39353,41.06086,10.1857,49.58633,33.91321,-16.07179,-4.022932,2.102169,1.690852,1.794657,1.36363,1.248434,1.611852,1.41827
310795135560476672,276,51909,170,0.07227067,163.3,-0.5000078,273.9149,70.69827,30.578,89.86715,8.038947,55.20474,39.83784,-36.05626,-11.53063,2.747683,1.742927,1.55818,1.560087,1.018991,1.460413,1.340595
310796509950011392,276,51909,175,0.03834658,163.2581,-0.09266055,162.3048,52.64164,86.61359,17.73685,5.09929,30.64222,21.83561,-58.94777,-10.01214,1.929541,1.540948,1.989159,1.083651,0.8558916,1.047681,0.9714646
310797609461639168,276,51909,179,0.1091919,163.3457,-0.06444949,461.1821,106.0244,26.52172,254.1682,8.313975,54.10513,42.63834,-50.78141,-27.75949,4.700061,2.265025,2.011755,2.882944,1.400287,1.805194,1.873948
310799258729080832,276,51909,185,0.02149814,163.1155,-0.6067328,419.37,108.6634,265.1246,48.37356,14.64939,67.07025,49.04765,-39.86792,-4.872665,3.730681,2.217705,3.795955,1.530294,1.320248,1.771173,1.723582
310799533606987776,276,51909,186,0.04886655,163.0407,-0.7090904,328.184,79.48569,56.95671,72.6929,12.15958,68.8771,48.05227,-51.16322,-11.32582,3.139775,1.948454,1.792525,1.552033,1.178916,1.703946,1.408938
310799808484894720,276,51909,187,0.07251223,163.1019,-0.5005388,424.2689,102.8428,35.80059,158.877,10.61771,81.17952,61.01087,-37.40221,-13.87409,3.707409,2.139849,1.817658,2.222241,1.326311,1.908606,1.770183
310802557263964160,276,51909,197,0.006033491,163.2027,0.0344822,4669.328,1482.315,4907.371,327.9548,75.67749,487.2977,335.7333,-161.4841,-11.54049,28.74021,10.71197,32.13083,3.591958,2.401917,4.876749,4.086569
310803381897684992,276,51909,200,0.05022789,163.091,-0.0979357,139.6384,43.68082,53.33179,21.08393,6.033051,36.56123,24.63543,-36.38531,-5.382457,1.990962,1.529255,1.680189,1.162472,0.9563037,1.233384,1.123687
310804481409312768,276,51909,204,0.0485734,162.9798,-0.8937589,225.5869,65.7437,78.79752,41.51498,7.053342,42.55919,29.89561,-40.31486,-7.662191,2.767411,2.04781,2.291931,1.579926,1.367277,1.550732,1.414239
310808604577916928,276,51909,219,0.08386619,163.0904,-0.8435993,369.2637,110.4328,74.11807,97.41408,9.088808,72.13216,48.53249,-38.57154,-10.27236,3.337464,2.213172,2.114616,1.74004,1.504268,2.408437,1.736517
310808879455823872,276,51909,220,0.1285814,163.0359,-0.9654046,92.95783,20.34369,16.36675,70.75481,12.35387,25.16817,16.4081,-6.980225,-5.126203,2.887997,2.13852,2.420394,2.411719,1.759942,1.995431,2.677153
310811903112800256,276,51909,231,0.04805402,162.9835,-0.4174973,368.5873,71.67559,22.62571,136.5431,9.447178,66.20575,46.04245,-19.65299,-7.053923,3.935647,2.121974,1.972145,2.615677,1.760731,2.159514,2.037799
310813827258148864,276,51909,238,0.05633038,162.8852,-0.2800712,1006.739,248.3656,158.6481,325.2322,32.87418,197.4044,140.724,-59.69827,-19.50638,7.200594,3.447253,3.11105,3.263121,1.771434,2.8712,2.517704
310814102136055808,276,51909,239,0.07412218,162.9865,-0.1815107,513.5345,127.035,52.84577,157.5916,13.40137,96.72636,69.24665,-36.43274,-10.772,4.463512,2.541223,2.220923,2.364168,1.484294,2.14457,1.942713
310814926769776640,276,51909,242,0.1156367,162.728,-0.9708818,250.2202,50.85519,11.30763,115.1538,8.767488,44.68783,30.57519,-25.22609,-11.5645,3.699278,2.19106,2.118842,3.057952,1.528222,2.051723,1.823988
310815751403497472,276,51909,245,0.03730522,162.887,-1.002892,317.7514,72.55866,23.93472,148.6909,13.46193,60.17163,45.82649,-13.82967,-6.578195,3.858539,2.439636,2.343537,3.028404,2.095494,2.431898,2.443628
310816026281404416,276,51909,246,0.06752142,162.8376,-1.178977,217.2722,65.83517,133.2273,17.65688,8.781894,43.22977,27.87814,-43.0519,-2.873026,2.483659,1.937967,2.629797,1.05976,1.003555,1.349106,1.246442
310818775060473856,276,51909,256,0.03808302,162.7159,-0.9033753,1069.516,231.9089,81.02843,501.2034,37.04354,182.0785,143.4215,-30.17638,-14.00735,8.434384,4.089551,3.575384,5.407905,3.071837,4.086914,3.888262
310819049938380800,276,51909,257,0.1264999,162.9564,-1.166139,128.3041,30.84541,90.46045,95.55665,12.18982,34.38311,23.9773,-13.8216,-10.32276,2.907245,2.242506,2.943573,2.399998,1.74544,2.06958,2.013992
310820149450008576,276,51909,261,0.07181372,162.5277,-0.5277269,450.7692,125.9873,120.4111,112.2177,20.67344,90.45093,63.38084,-47.01618,-11.63315,4.140377,2.495535,2.670584,1.984909,1.381933,1.989494,1.775136
310821248961636352,276,51909,265,0.03807246,162.4724,-0.392969,636.7977,137.7307,30.91982,226.011,19.47945,118.3924,84.19122,-34.20688,-12.17334,5.352764,2.638669,2.136562,3.049546,1.763315,2.498162,2.265748
310822073595357184,276,51909,268,0.06314798,162.496,-0.6545601,392.1307,103.2082,38.04576,158.1926,12.5696,78.9744,57.28275,-33.11301,-13.51679,3.803732,2.292815,2.021518,2.277256,1.368047,1.899158,1.729719
310826746519775232,276,51909,285,0.03768215,162.6533,-0.831082,481.2693,121.5893,128.5617,242.6292,26.27729,153.0325,108.371,-9.749265,-4.86708,6.669728,4.368509,4.865019,5.178948,3.762005,4.730439,4.476328
310827571153496064,276,51909,288,0.1642897,162.573,-1.181638,250.1649,77.16335,41.61596,82.14866,10.28799,49.60361,36.86318,-43.65883,-13.59794,3.590679,2.33264,2.481192,2.208647,1.538867,3.988328,1.727911
310830045054658560,276,51909,297,0.1048528,162.2132,-0.7640957,224.1318,33.24775,16.98265,147.2359,11.29026,38.27886,31.40611,-16.50379,-10.96582,3.802981,2.112186,2.213706,3.378938,1.76205,2.18939,2.339272
310830594810472448,276,51909,299,0.006149792,162.2564,-0.6404129,326.8273,96.3109,68.0134,101.449,10.00735,89.23621,63.98045,-16.85967,-5.165516,3.598048,2.484596,2.48198,2.229537,1.617255,2.224509,2.036852
310833068711634944,276,51909,308,0.09183584,161.9701,0.2159726,302.9597,77.30946,41.59703,89.43373,10.82541,63.07566,45.43722,-37.80672,-10.86237,3.089616,2.156648,2.129086,1.797685,1.36225,2.091487,1.765162
310834992856983552,276,51909,315,0.06309882,162.2652,-0.4216217,252.4125,72.75274,388.8769,10.79843,3.831797,17.76421,12.66994,-149.5112,-5.388326,2.446842,1.72964,3.735416,0.7872657,0.7493754,0.8641809,0.8028691
310839116025587712,276,51909,330,0.1242582,162.3058,0.984016,103.0824,26.17549,33.57028,99.92971,14.35444,49.42095,39.27874,-11.4029,-10.6188,2.573809,2.162974,2.315106,2.719859,1.772855,2.161954,2.201157
310842139682564096,276,51909,341,0.07604071,162.112,0.5553186,525.3193,96.42637,20.31145,288.2273,11.13957,68.67644,60.17636,-27.12592,-15.0756,4.902287,2.660513,2.36314,3.561506,1.933229,2.483726,3.34014
310842689438377984,276,51909,343,0.1303047,162.0788,0.3599833,903.7632,207.2282,80.17807,335.687,25.44906,149.1218,94.11069,-62.41187,-23.35192,6.761502,3.404173,2.854083,3.840843,1.891556,3.130977,4.755361
310843788950005760,276,51909,347,0.1060987,162.1932,0.1591609,70.32034,13.04913,31.64458,36.34323,20.83726,21.77933,13.6969,-5.80792,-3.344738,3.281936,2.537443,2.791098,3.405342,2.226715,2.611152,2.468575
310849836263958528,276,51909,369,0.09191754,162.7637,0.9877589,308.3488,84.83923,66.27759,128.1366,12.15995,62.38695,38.93029,-26.42373,-11.1704,3.305666,2.46912,2.574345,2.371132,1.849276,2.421534,2.149672
310852035287214080,276,51909,377,0.03926414,162.7157,1.167017,848.3803,223.2496,85.64296,339.8878,32.23931,177.4774,125.841,-80.7185,-31.99844,6.985661,3.158652,2.365545,3.011523,1.57564,2.574932,2.156134
310852310165121024,276,51909,378,0.09639147,162.6308,0.760599,202.6002,28.48829,45.82463,164.7878,10.78793,36.65674,28.86683,-19.04111,-15.1512,2.865465,2.094755,2.454305,2.594028,1.994327,2.369536,2.113804
310853409676748800,276,51909,382,0.04037981,162.2969,0.3791151,467.6181,76.11694,23.61893,224.4049,15.47396,70.62126,55.72034,-16.06536,-7.696627,5.085423,2.743808,2.699301,3.768088,2.665673,2.977736,2.947468
310855883577911296,276,51909,391,0.04103274,162.3475,0.327217,108.1639,26.88336,11.79539,30.67172,5.806305,30.57214,18.45662,-16.58823,-5.207346,2.240283,1.675023,1.554466,1.276185,1.140788,1.340089,1.268329
310856158455818240,276,51909,392,0.04061377,162.3208,0.3293459,552.7095,123.87,47.55841,277.8812,21.29278,82.02676,62.72124,-8.902526,-4.527152,7.162281,3.93025,3.929092,5.80023,4.111244,4.593609,4.57478
310857532845352960,276,51909,397,0.09059157,162.4201,0.6305814,583.6237,180.1507,240.5655,132.0357,11.66752,83.54004,64.11304,-79.35365,-17.84946,4.550911,2.743922,3.415625,1.836124,1.46384,1.833749,2.503354
310861106258143232,276,51909,410,0.09987651,163.062,0.7835072,144.6154,36.28507,17.14778,59.08571,5.359725,27.86034,22.02934,-25.49261,-12.79504,2.090173,1.562142,1.585078,2.167588,1.059502,1.459995,1.975932
310866054060468224,276,51909,428,0.05838009,162.5702,0.5792644,371.3019,101.7444,41.2738,127.0471,8.269269,73.9123,51.17078,-44.07843,-15.22987,3.945396,2.730549,2.324882,2.192756,1.468904,1.961465,1.774216
310867428450002944,276,51909,433,0.2163853,162.6187,0.4688047,818.5865,151.822,103.2316,568.2994,59.28937,170.4368,148.5392,-79.83358,-50.19056,6.547492,3.265739,2.903018,5.108215,2.872161,3.79031,3.688823
310867978205816832,276,51909,435,0.09113911,162.5282,0.5248376,570.0323,137.6657,22.31016,204.8672,13.46081,71.56751,47.19635,-31.563,-11.50067,4.944648,2.894438,2.672916,2.978754,2.119499,2.766539,2.827288
310868527961630720,276,51909,437,0.0465842,162.7598,0.5314949,290.3388,102.2903,133.3424,63.02393,11.08671,68.72643,46.04562,-36.43971,-8.12022,3.36306,2.296046,2.641757,1.598068,1.25629,1.613508,1.46963
310869902351165440,276,51909,442,0.03730441,163.3297,1.052637,170.7036,48.5602,20.84435,51.72921,8.345341,43.67026,32.42561,-16.57215,-4.732352,2.301773,1.883887,1.71531,1.752513,1.374458,1.603943,1.549846
